genre,price,release_date,rating,publisher
RPG,43.77,2012-02-22,3.0,Nintendo
Simulation,1.22,2021-02-07,6.5,Sony
Adventure,12.31,2010-01-08,8.8,Microsoft
RPG,29.22,2020-05-01,7.3,Valve
Sports,52.7,2022-10-15,3.2,Ubisoft
Simulation,31.64,2018-08-06,6.8,Sony
Strategy,55.79,2020-05-17,6.6,Indie Studio
Sports,29.03,2023-09-17,8.4,Sony
Simulation,29.43,2021-02-03,2.6,Microsoft
Sports,7.18,2011-06-02,7.3,EA
RPG,48.16,2018-09-26,1.2,Valve
Strategy,14.82,2018-06-30,7.3,Sony
Simulation,53.98,2022-07-15,9.6,Indie Studio
Action,54.65,2017-06-09,2.6,Valve
Strategy,56.6,2011-08-02,3.8,Microsoft
Action,31.21,2022-04-10,6.2,Ubisoft
Sports,40.63,2022-05-05,7.6,Indie Studio
Adventure,46.71,2015-02-09,4.1,Sony
Strategy,7.86,2013-10-08,7.0,Indie Studio
Sports,36.06,2024-12-08,9.1,Microsoft
Action,2.06,2018-01-17,7.5,Sony
RPG,29.85,2012-06-24,7.4,Indie Studio
RPG,9.29,2024-10-22,4.4,Ubisoft
Adventure,10.98,2023-11-07,9.2,Indie Studio
Strategy,21.9,2012-08-22,3.5,Valve
Strategy,25.95,2015-05-31,2.8,Valve
Strategy,37.39,2024-01-20,4.3,Sony
Sports,4.47,2023-01-12,6.9,Microsoft
Adventure,30.22,2023-06-22,8.8,Ubisoft
Strategy,10.96,2015-03-03,2.2,Nintendo
Sports,34.44,2016-09-13,8.3,Valve
RPG,38.24,2012-09-18,8.3,Indie Studio
Action,33.4,2024-04-25,6.3,Nintendo
Sports,44.3,2019-09-27,7.8,Indie Studio
RPG,20.14,2020-11-03,2.6,Sony
RPG,45.91,2019-11-14,2.5,Nintendo
Action,25.97,2012-12-19,8.8,Microsoft
RPG,29.05,2011-03-11,5.5,Indie Studio
Adventure,38.89,2010-01-21,3.2,Microsoft
Action,1.1,2018-01-01,7.2,Indie Studio
RPG,39.24,2015-04-10,9.0,Nintendo
Simulation,37.12,2014-01-12,6.7,Microsoft
Sports,18.59,2013-01-04,4.1,Valve
RPG,5.15,2017-03-22,5.3,Sony
Adventure,5.46,2011-01-25,7.8,Nintendo
Strategy,55.39,2019-05-07,1.6,Indie Studio
RPG,41.36,2017-02-28,3.0,Valve
Strategy,7.63,2013-09-16,5.2,Indie Studio
Simulation,21.4,2022-05-19,6.4,Nintendo
RPG,35.55,2024-01-13,4.1,Indie Studio
Action,50.13,2010-01-06,3.7,Valve
Strategy,2.62,2010-07-10,1.4,Microsoft
Simulation,14.2,2010-05-28,1.3,Microsoft
Action,53.38,2022-04-28,3.5,Sony
Action,0.55,2021-12-02,5.8,Indie Studio
Action,12.08,2019-09-21,6.0,Microsoft
Action,57.54,2023-06-21,5.4,Ubisoft
RPG,36.8,2021-03-29,4.7,Valve
Sports,15.7,2013-01-15,3.3,Valve
RPG,4.02,2020-06-30,4.6,Nintendo
RPG,1.69,2023-07-05,2.2,Sony
Simulation,14.68,2023-12-02,2.0,EA
Simulation,52.89,2011-09-17,3.7,Microsoft
Sports,24.95,2021-04-18,10.0,EA
Simulation,43.22,2015-12-16,3.9,Ubisoft
Adventure,55.1,2018-08-16,9.4,Sony
Sports,24.48,2012-12-14,4.5,Valve
Simulation,11.48,2019-09-22,5.0,EA
Sports,31.03,2016-06-10,8.2,Ubisoft
RPG,54.49,2011-06-30,1.8,Sony
RPG,48.26,2024-04-21,2.6,Ubisoft
Sports,3.95,2013-04-10,9.8,Microsoft
Adventure,41.55,2015-09-01,5.6,EA
Adventure,34.31,2019-03-13,1.4,Nintendo
Sports,54.45,2016-09-04,1.4,Nintendo
Simulation,7.35,2011-09-09,9.2,Sony
Strategy,32.04,2021-08-15,8.9,Ubisoft
Adventure,52.77,2019-02-26,5.1,Valve
Action,24.6,2014-12-17,2.5,EA
RPG,28.92,2010-06-21,8.5,Nintendo
Sports,4.23,2021-05-05,3.9,Nintendo
Action,16.69,2011-09-18,4.8,Ubisoft
Sports,19.47,2021-02-15,7.1,Nintendo
RPG,56.71,2016-03-04,4.2,Indie Studio
RPG,16.96,2011-03-29,6.7,Ubisoft
Adventure,27.65,2013-11-19,9.0,EA
Adventure,40.28,2012-01-24,8.2,Ubisoft
Action,9.73,2019-03-27,4.4,Nintendo
Sports,29.19,2023-12-23,3.6,Ubisoft
RPG,44.31,2017-06-16,3.6,Nintendo
Action,52.01,2024-04-26,4.1,Microsoft
Strategy,37.58,2018-03-30,5.4,Sony
Action,40.14,2017-12-21,4.7,Nintendo
Simulation,7.58,2013-05-10,2.2,Indie Studio
Action,56.75,2010-06-17,2.5,Indie Studio
Simulation,7.95,2020-02-03,4.1,Indie Studio
Simulation,46.48,2010-03-27,6.1,Indie Studio
Simulation,15.89,2014-08-05,6.3,Nintendo
Strategy,56.02,2015-06-06,5.4,Nintendo
Action,43.2,2023-07-16,7.6,Sony
Action,45.23,2014-01-26,7.6,Microsoft
Strategy,13.14,2011-03-18,4.8,Valve
RPG,26.58,2010-09-28,2.1,Nintendo
Adventure,37.07,2010-12-10,5.8,Valve
Action,46.2,2013-04-21,4.4,EA
Adventure,6.24,2018-06-09,2.2,Microsoft
Sports,57.74,2013-06-11,9.8,Ubisoft
Sports,53.41,2016-04-10,4.3,Valve
Strategy,16.22,2014-03-13,6.6,Indie Studio
Sports,49.37,2019-05-16,5.4,Microsoft
Sports,31.1,2021-12-11,2.3,EA
RPG,27.71,2014-07-12,1.5,Microsoft
RPG,18.87,2023-08-29,6.6,Ubisoft
RPG,34.86,2010-08-27,3.2,Nintendo
Sports,43.79,2012-07-03,3.2,Nintendo
Strategy,24.66,2013-12-09,9.6,Indie Studio
Simulation,37.75,2018-04-05,5.2,Nintendo
Simulation,41.96,2013-12-31,1.3,Sony
Adventure,42.67,2018-06-07,4.1,Sony
Simulation,3.12,2016-03-08,6.3,Sony
Simulation,51.58,2011-01-02,4.0,Indie Studio
RPG,27.5,2018-03-11,1.2,Sony
RPG,15.74,2020-03-30,5.0,EA
Sports,14.51,2010-03-27,2.0,Indie Studio
Adventure,28.98,2016-10-29,6.6,Microsoft
Action,53.21,2022-11-29,6.6,EA
Adventure,22.7,2010-05-12,1.3,Nintendo
Adventure,44.98,2012-06-22,3.6,Ubisoft
Strategy,5.81,2019-06-19,4.7,Sony
Sports,28.56,2023-12-02,6.0,Microsoft
Strategy,59.5,2013-05-06,3.7,Ubisoft
Adventure,46.23,2014-10-30,3.6,Indie Studio
Adventure,12.63,2017-09-05,9.8,Indie Studio
Adventure,30.09,2013-05-11,1.4,EA
Simulation,14.02,2013-07-08,9.9,Sony
Strategy,24.57,2011-11-21,1.4,Indie Studio
Adventure,46.81,2024-01-31,3.6,EA
RPG,46.27,2023-02-04,5.4,EA
Sports,13.69,2023-05-14,2.3,Valve
Sports,55.33,2022-02-22,2.2,Microsoft
RPG,35.55,2022-05-05,3.3,EA
Sports,22.8,2015-06-20,9.8,Nintendo
Simulation,30.12,2021-12-30,4.4,Indie Studio
Simulation,36.3,2013-01-14,6.1,EA
Action,33.59,2023-07-17,7.3,Sony
Action,29.18,2011-03-06,7.7,Indie Studio
Action,30.3,2021-04-19,7.2,Indie Studio
Sports,10.58,2020-05-09,4.0,Nintendo
Simulation,48.76,2011-08-26,2.0,EA
Simulation,32.51,2011-03-16,3.5,Nintendo
Simulation,7.86,2012-09-11,2.9,EA
RPG,45.97,2024-12-21,2.2,Microsoft
Simulation,55.95,2015-04-03,1.2,Nintendo
RPG,56.84,2022-05-05,9.4,Ubisoft
Action,22.14,2011-06-12,9.3,Valve
Action,8.13,2022-01-23,1.5,Nintendo
Sports,31.1,2018-03-16,2.6,Sony
Action,6.76,2019-06-30,2.3,Valve
Sports,56.04,2013-09-23,3.5,Valve
Adventure,11.01,2011-12-05,2.8,EA
Adventure,15.17,2011-10-25,9.5,Nintendo
Strategy,24.4,2010-12-31,1.8,Microsoft
Sports,22.99,2012-07-11,2.9,Indie Studio
Strategy,47.68,2020-07-23,1.7,Valve
Strategy,27.38,2010-06-25,9.8,Sony
Adventure,10.25,2024-06-04,9.3,Microsoft
Sports,16.03,2024-07-03,7.4,Microsoft
Adventure,30.55,2012-07-24,4.8,Sony
Strategy,8.85,2011-01-17,2.7,Indie Studio
Sports,36.7,2024-09-22,3.0,Sony
Strategy,33.94,2024-07-14,5.0,EA
Simulation,42.88,2010-11-02,7.9,Ubisoft
Sports,56.26,2022-11-11,3.4,Indie Studio
Sports,54.74,2016-07-18,3.8,Nintendo
Strategy,56.76,2016-01-13,6.4,Valve
Simulation,14.68,2023-03-01,3.1,Nintendo
RPG,7.89,2014-01-05,6.3,Microsoft
Adventure,18.14,2018-12-16,4.5,Valve
Strategy,53.71,2011-02-07,1.3,Indie Studio
Sports,58.32,2022-11-23,4.6,EA
Adventure,51.56,2017-04-24,9.3,Nintendo
Adventure,6.6,2014-12-07,3.6,EA
Adventure,56.85,2017-04-04,3.9,EA
RPG,25.4,2010-06-26,1.6,Indie Studio
Action,0.56,2022-06-11,6.5,Nintendo
Strategy,26.54,2012-01-13,8.6,Nintendo
Action,2.76,2016-06-06,4.2,Indie Studio
Action,32.63,2022-01-20,3.2,Indie Studio
Action,20.31,2012-01-21,9.6,Valve
Adventure,28.41,2012-05-18,7.7,Microsoft
Simulation,36.79,2021-02-14,6.1,Microsoft
Adventure,52.13,2020-11-11,3.7,Indie Studio
Adventure,39.71,2010-08-02,3.0,Sony
Sports,26.04,2014-06-06,7.4,EA
Sports,49.17,2016-12-05,5.7,Microsoft
Action,54.33,2019-02-16,5.7,Ubisoft
Adventure,7.19,2014-05-17,1.7,Indie Studio
Action,31.92,2011-05-27,5.6,Indie Studio
Sports,17.07,2023-12-01,8.4,Valve
Simulation,2.82,2010-09-10,9.5,Indie Studio
Strategy,40.11,2021-04-26,2.0,Valve
Action,51.77,2011-09-21,6.7,Sony
Simulation,9.77,2019-07-09,6.1,Sony
Strategy,48.74,2012-09-13,9.0,Indie Studio
RPG,51.2,2014-09-22,7.8,EA
Action,54.86,2015-09-25,9.7,Valve
Action,15.92,2014-08-29,9.6,Valve
RPG,54.24,2010-11-01,3.0,Ubisoft
RPG,19.24,2021-03-02,7.5,EA
Action,33.14,2016-03-30,5.8,EA
RPG,3.03,2021-11-19,2.9,Microsoft
Adventure,2.63,2017-09-08,2.8,Sony
Strategy,43.22,2017-11-26,1.7,Microsoft
Strategy,26.67,2019-06-17,8.2,EA
Strategy,15.38,2012-10-21,3.9,Indie Studio
Adventure,11.42,2021-10-22,8.7,Ubisoft
RPG,40.2,2018-02-23,6.5,Indie Studio
Simulation,0.02,2011-05-22,7.1,Indie Studio
RPG,48.35,2023-04-19,3.6,EA
Action,4.75,2018-01-30,5.1,Microsoft
Sports,11.49,2012-11-19,4.7,Nintendo
Strategy,23.17,2017-04-28,3.1,Indie Studio
RPG,29.09,2017-01-11,8.5,Indie Studio
Simulation,21.3,2015-03-20,6.6,Nintendo
Action,19.24,2021-12-19,1.3,Ubisoft
Adventure,57.83,2022-07-24,8.4,Sony
Adventure,38.49,2023-06-24,2.0,Valve
Simulation,1.41,2023-10-26,4.6,EA
Action,25.81,2017-12-04,6.1,Microsoft
Strategy,52.5,2024-06-10,1.1,Sony
RPG,18.09,2013-01-05,6.9,Microsoft
Action,5.67,2020-01-10,6.9,Sony
Adventure,45.5,2014-06-25,6.9,EA
Simulation,36.36,2013-12-26,2.5,Valve
Simulation,34.22,2019-11-23,3.3,EA
RPG,3.21,2010-02-08,3.2,Valve
Simulation,8.43,2018-06-12,9.6,Microsoft
Simulation,37.35,2021-08-10,1.6,Ubisoft
Action,12.47,2017-06-24,4.9,Valve
Strategy,30.24,2016-08-12,8.8,Sony
RPG,32.69,2012-01-29,7.9,Ubisoft
Action,17.01,2021-11-21,8.4,Microsoft
Strategy,56.91,2018-07-14,9.8,Nintendo
Action,50.55,2012-02-04,4.5,Ubisoft
Sports,43.34,2016-08-19,3.8,Valve
Action,4.68,2013-08-07,1.3,Ubisoft
Simulation,6.37,2021-10-12,2.4,Microsoft
Strategy,29.57,2020-12-09,6.1,Ubisoft
RPG,9.64,2021-01-12,2.4,Microsoft
RPG,58.7,2020-02-11,7.6,Nintendo
Strategy,9.51,2018-09-21,1.3,Valve
Simulation,29.25,2017-11-06,3.3,Indie Studio
Adventure,21.85,2013-08-10,7.3,Sony
Action,38.36,2011-12-02,3.3,Ubisoft
Simulation,7.74,2022-01-01,7.6,Indie Studio
Sports,25.82,2016-01-11,10.0,EA
Strategy,16.48,2014-05-13,8.2,Sony
Action,53.27,2020-12-01,4.1,Ubisoft
RPG,2.44,2023-07-17,9.1,Sony
Adventure,54.82,2021-05-08,1.5,Indie Studio
Sports,49.98,2013-05-15,7.5,EA
RPG,17.85,2017-02-25,1.2,Sony
Strategy,47.36,2018-08-04,2.6,Indie Studio
Action,1.87,2015-03-24,9.9,Sony
Strategy,58.01,2024-11-22,4.2,EA
Action,31.6,2014-11-26,8.4,EA
Simulation,18.2,2018-01-07,4.4,EA
Adventure,21.75,2012-12-24,8.6,Nintendo
Simulation,3.98,2024-05-18,9.7,Microsoft
Simulation,59.36,2016-07-09,4.9,Microsoft
Strategy,2.36,2021-04-20,6.0,Indie Studio
Adventure,39.29,2023-08-04,6.7,EA
Action,26.56,2018-01-24,9.4,Indie Studio
Action,56.93,2019-10-10,3.3,Microsoft
Sports,14.76,2024-09-06,6.5,Sony
RPG,31.93,2024-07-17,3.9,EA
Sports,28.94,2013-03-11,3.0,Ubisoft
Sports,42.17,2011-08-24,1.8,EA
Action,4.08,2015-07-19,6.6,EA
Strategy,11.63,2014-05-04,8.9,Microsoft
Simulation,12.87,2012-09-14,4.2,Indie Studio
Simulation,44.29,2024-07-16,6.0,Valve
Simulation,11.35,2015-05-20,6.8,Sony
Adventure,34.41,2013-12-10,4.7,Microsoft
Action,12.91,2022-08-21,9.1,Indie Studio
Strategy,51.7,2012-05-18,4.3,Indie Studio
Adventure,56.53,2015-08-26,2.1,Sony
RPG,31.11,2013-02-03,2.3,Indie Studio
Strategy,21.14,2021-12-27,9.0,Ubisoft
Sports,14.04,2022-03-15,9.9,Nintendo
Strategy,2.99,2020-03-18,3.6,Valve
Strategy,16.11,2024-02-11,2.3,Ubisoft
Simulation,39.25,2015-04-19,5.3,Ubisoft
Strategy,32.02,2023-11-03,7.4,Sony
Sports,56.64,2012-12-12,6.5,Valve
Sports,23.78,2024-03-28,9.6,Sony
Action,41.63,2014-06-28,8.4,Nintendo
Strategy,29.36,2013-10-24,8.8,Indie Studio
Simulation,30.75,2010-01-31,5.9,Sony
Strategy,16.07,2011-12-05,3.9,EA
RPG,27.3,2012-05-18,7.3,Sony
RPG,28.25,2010-08-21,5.0,Indie Studio
Simulation,42.4,2024-02-10,3.6,EA
Action,56.44,2024-09-06,2.4,Ubisoft
Action,19.76,2012-08-08,5.8,Nintendo
Sports,2.53,2010-02-28,6.3,Indie Studio
Sports,29.78,2017-09-19,6.1,Microsoft
Adventure,32.67,2019-11-10,2.0,EA
Simulation,10.11,2018-08-16,6.1,Nintendo
Strategy,45.63,2010-10-29,2.5,Sony
Simulation,59.1,2017-10-21,7.0,Microsoft
Adventure,56.75,2018-01-23,4.9,Sony
Sports,11.83,2015-04-08,8.6,Indie Studio
Simulation,52.52,2010-11-13,8.0,Ubisoft
Simulation,42.27,2015-03-04,7.5,Indie Studio
Sports,27.23,2024-05-31,7.3,Indie Studio
Adventure,32.44,2017-06-08,6.0,Indie Studio
Sports,50.98,2023-02-07,1.6,Sony
Action,28.81,2015-02-25,6.9,EA
Strategy,22.39,2020-09-03,5.2,Ubisoft
Sports,29.59,2021-04-06,5.2,Nintendo
Adventure,34.75,2013-03-24,4.4,Ubisoft
RPG,11.34,2020-07-22,9.4,Nintendo
Action,54.05,2023-05-06,3.2,Valve
RPG,40.45,2022-03-14,3.8,EA
Sports,38.0,2010-11-28,9.7,EA
Action,5.97,2011-06-12,8.3,Nintendo
Strategy,36.25,2015-08-22,1.1,Sony
Sports,7.26,2013-01-03,9.2,Microsoft
Strategy,4.72,2010-07-31,3.0,Sony
Simulation,31.64,2014-09-11,7.4,Valve
RPG,24.17,2017-05-12,6.0,Nintendo
Action,35.33,2016-05-19,5.8,Valve
Strategy,5.35,2018-12-11,7.5,Nintendo
Adventure,25.86,2024-02-06,2.9,Valve
Strategy,10.49,2012-10-29,2.4,Nintendo
Adventure,59.23,2013-08-25,6.9,EA
Sports,33.67,2024-11-12,3.6,Valve
Action,41.25,2015-01-15,9.8,Valve
Strategy,19.53,2022-10-31,5.1,Nintendo
Strategy,5.68,2015-11-09,2.0,Ubisoft
Action,58.55,2022-06-18,7.2,Ubisoft
Strategy,17.18,2021-03-15,3.8,EA
Adventure,25.43,2011-03-20,2.3,Sony
Strategy,38.99,2021-06-06,4.8,Sony
RPG,1.48,2014-02-07,9.7,EA
Sports,48.62,2012-07-15,4.7,Sony
Simulation,32.19,2011-09-15,4.1,Microsoft
Adventure,16.69,2014-01-19,5.0,Microsoft
RPG,3.7,2018-04-26,1.1,Microsoft
Sports,9.75,2019-04-09,2.2,Indie Studio
Action,53.7,2019-02-01,8.6,Indie Studio
Adventure,41.16,2010-08-22,9.8,Microsoft
Simulation,14.99,2014-06-06,2.4,Nintendo
Sports,3.94,2017-05-15,5.8,Ubisoft
Simulation,41.44,2015-07-24,9.7,EA
Action,34.34,2011-01-22,2.4,Nintendo
Action,24.27,2014-06-23,2.7,Microsoft
Adventure,21.82,2021-04-26,9.3,EA
Strategy,13.01,2013-03-30,7.4,Ubisoft
Action,40.18,2015-05-22,2.4,Sony
Sports,58.24,2010-08-29,4.5,Nintendo
Strategy,10.54,2024-02-02,1.5,Ubisoft
RPG,35.83,2011-07-16,4.9,EA
Simulation,25.45,2015-06-23,8.0,Valve
Strategy,26.8,2023-06-03,6.0,Nintendo
Simulation,15.25,2015-04-14,6.8,Indie Studio
Strategy,49.51,2023-06-02,3.9,EA
RPG,29.12,2017-08-11,2.5,EA
Action,32.6,2014-08-03,1.1,Indie Studio
RPG,18.29,2016-11-20,8.4,Ubisoft
Action,10.91,2014-08-05,6.7,EA
Action,5.15,2021-05-04,3.1,Nintendo
Simulation,42.85,2020-04-04,4.8,Microsoft
Sports,11.77,2019-03-11,8.2,Indie Studio
RPG,41.4,2014-07-10,5.8,Nintendo
Strategy,23.42,2021-06-09,3.7,Indie Studio
RPG,24.95,2020-07-08,3.4,EA
Simulation,28.15,2016-09-07,3.0,Ubisoft
Action,22.06,2023-05-18,8.4,Nintendo
Simulation,6.04,2011-08-18,6.2,Valve
Adventure,18.58,2017-02-25,7.4,Microsoft
Adventure,39.82,2021-03-20,8.7,Indie Studio
Strategy,39.95,2014-02-05,9.9,Sony
Simulation,17.17,2019-09-26,3.2,Ubisoft
Strategy,27.61,2023-04-24,2.6,Ubisoft
Strategy,11.61,2023-01-19,5.2,Sony
Adventure,12.62,2019-03-13,1.3,Sony
Strategy,1.38,2014-05-21,8.1,Nintendo
Adventure,53.8,2012-07-03,9.0,EA
Action,12.64,2015-01-19,7.2,EA
Simulation,13.65,2015-06-19,3.4,Valve
Strategy,16.78,2010-04-05,2.1,Microsoft
Adventure,7.64,2011-05-08,4.4,Indie Studio
RPG,38.36,2018-05-28,8.5,EA
Strategy,4.51,2010-05-30,4.1,Valve
Sports,8.05,2012-11-12,1.3,Valve
Action,38.69,2017-09-04,3.5,Ubisoft
Action,20.38,2024-08-09,9.9,Ubisoft
RPG,42.48,2011-02-03,7.1,Microsoft
Adventure,33.45,2023-07-22,9.1,Nintendo
Strategy,15.36,2022-04-04,8.0,Sony
Adventure,39.05,2011-07-06,5.9,Sony
Action,6.98,2010-10-22,2.3,Microsoft
Adventure,32.18,2013-02-17,4.1,Valve
Action,26.23,2011-04-01,6.3,Microsoft
Adventure,16.07,2014-04-03,8.8,Sony
RPG,36.24,2010-06-18,3.4,Valve
Simulation,52.28,2023-02-27,2.1,Sony
RPG,59.93,2015-05-01,6.0,Nintendo
RPG,36.47,2024-09-24,2.6,Ubisoft
Simulation,24.28,2010-09-11,6.5,Ubisoft
Simulation,13.51,2016-07-04,3.4,Valve
Strategy,15.43,2013-08-13,3.1,Microsoft
Strategy,28.77,2017-11-23,4.6,Sony
RPG,22.04,2019-11-17,6.3,EA
RPG,54.83,2015-10-27,5.9,Nintendo
Action,22.1,2019-07-29,3.2,Sony
Action,22.41,2016-02-19,9.0,Indie Studio
Strategy,23.01,2011-02-05,2.0,EA
Sports,50.2,2015-11-27,1.4,Nintendo
Sports,39.05,2016-07-04,6.4,Nintendo
Strategy,36.85,2010-12-29,2.1,Ubisoft
Action,20.05,2020-10-13,5.5,Valve
Action,49.07,2020-07-18,9.6,Sony
Sports,2.3,2019-05-06,7.3,Nintendo
Adventure,52.25,2016-04-25,6.6,Sony
Adventure,30.76,2024-12-07,6.2,Nintendo
Action,23.9,2010-03-26,2.6,Microsoft
Adventure,29.83,2014-12-30,4.9,Ubisoft
Simulation,40.04,2020-08-21,4.1,Valve
Strategy,0.77,2010-11-04,9.6,EA
Strategy,52.29,2021-12-06,3.2,EA
Action,26.8,2015-04-06,5.2,Microsoft
RPG,20.58,2011-09-23,9.4,Indie Studio
Sports,8.29,2023-01-28,8.1,Ubisoft
Action,26.37,2023-08-01,9.7,Nintendo
Adventure,29.78,2016-06-29,6.5,Ubisoft
Sports,24.22,2019-01-14,4.0,Valve
RPG,40.72,2020-01-16,8.4,EA
Adventure,25.25,2011-12-28,3.6,Sony
Simulation,57.69,2024-08-31,2.5,EA
Adventure,35.96,2014-07-07,7.4,Indie Studio
Simulation,48.45,2021-10-22,6.8,Indie Studio
Sports,6.56,2013-06-23,8.9,Indie Studio
Simulation,23.84,2022-06-10,9.7,Indie Studio
Sports,20.21,2010-11-15,8.7,Valve
Sports,34.17,2019-07-08,1.5,Nintendo
Sports,51.67,2017-08-10,7.0,Ubisoft
Sports,4.7,2018-05-17,8.1,EA
Sports,4.35,2024-02-10,9.8,Indie Studio
Adventure,51.02,2021-04-27,4.4,EA
Sports,12.77,2014-05-22,2.5,Indie Studio
Adventure,40.13,2016-03-06,8.7,Sony
Sports,32.57,2012-04-09,3.9,Ubisoft
Simulation,49.97,2012-05-05,6.4,Sony
Sports,7.51,2017-04-02,4.5,Sony
RPG,7.79,2015-02-02,4.6,Indie Studio
Sports,33.41,2013-01-07,7.6,Nintendo
Sports,56.78,2016-10-17,4.3,EA
Simulation,24.9,2014-12-26,7.2,Microsoft
Strategy,19.62,2023-07-09,1.1,Ubisoft
Simulation,36.4,2015-09-11,3.9,Nintendo
RPG,55.83,2018-08-25,3.9,Microsoft
Strategy,50.22,2016-09-06,7.7,Nintendo
Action,59.73,2020-02-02,3.8,Indie Studio
Action,1.35,2013-06-09,6.7,Indie Studio
RPG,6.77,2018-02-05,7.2,Nintendo
Simulation,36.57,2019-12-31,6.9,Valve
Adventure,49.23,2016-02-18,6.4,Valve
RPG,17.11,2015-04-24,4.7,Nintendo
Strategy,14.35,2010-09-27,4.4,Valve
Strategy,47.22,2023-03-24,6.1,Ubisoft
Sports,3.38,2021-02-16,1.6,EA
Action,22.16,2023-08-20,8.9,Microsoft
Strategy,30.35,2020-05-03,8.4,Indie Studio
RPG,33.62,2013-01-17,4.1,Ubisoft
Strategy,43.72,2011-10-11,6.1,EA
RPG,21.29,2013-03-25,9.4,Valve
Adventure,36.76,2015-11-13,3.4,Microsoft
Sports,35.12,2010-01-17,7.7,Ubisoft
Action,32.86,2010-04-27,1.7,Sony
Strategy,38.43,2023-11-27,5.7,Indie Studio
RPG,15.57,2014-03-26,9.0,Nintendo
Simulation,5.08,2018-08-18,6.0,Indie Studio
Action,7.16,2017-05-17,6.5,EA
Adventure,13.47,2021-03-13,9.2,EA
RPG,30.01,2023-11-07,7.4,Sony
Sports,50.43,2013-06-30,7.3,Sony
Sports,42.08,2018-11-15,6.3,Nintendo
Adventure,47.34,2023-07-14,6.7,Valve
Adventure,21.06,2020-05-16,8.2,Indie Studio
Sports,24.28,2011-01-07,9.8,Ubisoft
Strategy,23.62,2017-09-08,8.2,Ubisoft
Strategy,11.51,2010-06-05,7.4,Ubisoft
RPG,3.67,2017-04-15,2.2,Valve
Simulation,35.45,2011-04-10,8.4,Indie Studio
RPG,59.35,2023-05-11,7.6,Indie Studio
Simulation,10.01,2023-06-01,7.9,Nintendo
Adventure,2.8,2021-10-25,3.1,Ubisoft
Action,46.77,2014-11-09,9.1,EA
RPG,15.16,2010-04-27,1.9,EA
RPG,49.78,2015-10-05,3.3,EA
Simulation,42.24,2013-10-06,7.0,Sony
Adventure,56.74,2018-10-09,7.1,Sony
Adventure,24.54,2022-01-21,3.8,Valve
Simulation,39.72,2019-09-17,7.3,Ubisoft
Adventure,27.89,2020-11-21,4.5,Sony
Sports,37.84,2021-10-27,1.0,EA
Strategy,26.98,2013-04-11,2.5,Sony
Sports,11.32,2019-05-05,8.9,Indie Studio
Action,30.47,2012-03-07,3.0,EA
RPG,31.72,2020-08-28,2.0,Ubisoft
Action,48.64,2010-05-31,7.1,Indie Studio
RPG,44.13,2018-11-24,5.0,Valve
Strategy,39.83,2010-04-22,8.2,Nintendo
Adventure,6.8,2011-11-14,8.8,Nintendo
Sports,43.24,2013-03-07,8.6,Indie Studio
Simulation,30.02,2016-07-07,3.8,EA
Sports,53.65,2023-08-29,5.5,Sony
Strategy,55.19,2024-11-09,6.9,Sony
Action,3.31,2010-06-10,3.9,EA
Simulation,49.24,2013-11-26,1.4,Ubisoft
Adventure,2.26,2020-01-10,5.5,Indie Studio
Strategy,22.03,2010-10-05,1.1,EA
Simulation,32.54,2019-04-15,9.6,Ubisoft
Strategy,8.89,2014-04-06,8.2,Valve
Strategy,44.78,2022-07-29,2.7,Valve
Adventure,0.5,2015-03-31,3.6,Indie Studio
RPG,10.12,2023-01-03,9.8,EA
Simulation,34.85,2018-07-05,4.4,Valve
Adventure,42.86,2010-10-30,8.1,Sony
Strategy,55.0,2022-05-31,5.0,Ubisoft
Adventure,42.33,2017-08-05,8.8,Nintendo
RPG,40.31,2021-09-21,7.3,Nintendo
Sports,23.66,2018-11-20,1.2,Valve
Simulation,0.08,2023-01-21,3.6,Ubisoft
RPG,7.21,2024-09-13,6.0,Sony
Action,32.07,2012-09-27,9.3,Nintendo
Simulation,40.51,2020-07-01,1.9,Sony
RPG,25.05,2020-12-20,6.4,Sony
Strategy,43.84,2023-01-31,3.7,Nintendo
Simulation,31.31,2014-09-15,9.0,Nintendo
Simulation,4.45,2020-06-27,7.9,Valve
Adventure,11.52,2023-09-30,4.3,Indie Studio
Strategy,50.4,2018-09-17,2.5,Ubisoft
Action,43.49,2017-11-22,1.1,EA
Sports,53.69,2012-09-25,6.6,Ubisoft
RPG,7.05,2010-10-12,4.7,EA
Adventure,59.41,2011-02-25,3.8,Nintendo
RPG,12.56,2015-12-01,9.9,Sony
Action,0.71,2018-05-24,5.2,Ubisoft
Action,59.85,2016-03-25,7.7,Sony
Simulation,16.86,2014-02-03,2.6,Ubisoft
Action,40.08,2020-08-20,1.1,Indie Studio
RPG,10.6,2022-08-29,4.8,Microsoft
Strategy,34.81,2016-12-18,7.0,Ubisoft
Strategy,54.24,2021-04-19,5.6,Sony
Simulation,19.21,2021-08-28,9.0,Microsoft
Sports,40.22,2015-01-16,4.9,Valve
RPG,11.27,2023-02-22,3.8,Indie Studio
RPG,37.49,2011-12-23,9.2,Nintendo
Action,20.19,2013-11-02,4.7,Valve
RPG,12.67,2011-03-22,3.4,Valve
Adventure,18.79,2017-08-23,1.9,Ubisoft
Sports,10.73,2022-05-20,8.1,Nintendo
Action,54.11,2020-04-25,8.4,Indie Studio
